iata_code,latitude,longitude,country_code,country_name,city_code_list,city_name_list
AJI,-14.75,134.6,AU,Australia,RPB,Roper Bar
MRV,34.132808,134.606639,JP,Japan,TKS,Tokushima Airport
QSD,67.65653,134.63962,RU,Russia,BQJ,Batagay
KSY,-29.04,134.720833,AU,Australia,CPD,Coober Pedy
OSM,-14.722778,134.7475,AU,Australia,RPM,Ngukurr Airport
RQW,-12,134.8,AU,Australia,RAM,Ramingining Airport
JIB,35.53333,134.83333,JP,Japan,TJH,Toyooka
BXX,-12.094444,134.893611,AU,Australia,MGT,Milingimbi Airport
QPE,-18.08,134.9,AU,Australia,EVD,Eva Downs Airport
YVA,-0.9333,134.9,ID,Indonesia,FOO,Kornasoren Airfield
OBC,-22.67,134.9,AU,Australia,MSF,Mount Swan
BMN,44.27,135,RU,Russia,KVR,Kavalerovo
DVD,48.48272,135.08379,RU,Russia,KHV,Khabarovsk
HAH,-32.83,135.1,AU,Australia,MIN,Minnipa
XTM,34.68,135.2,JP,Japan,OSA,Ōsaka-shi
VAN,-21.73,135.2,AU,Australia,AMX,Ammaroo Airport
QFS,-22.5,135.2,AU,Australia,MNW,Macdonald Downs Airport
MXM,-18.95,135.2,AU,Australia,RDA,Rockhampton Downs Airport
ELQ,-21.03,135.3,AU,Australia,EKD,Elkedra Airport
RAH,33.68333,135.35,JP,Japan,SHM,Shirahama
GDE,-27.55,135.4,AU,Australia,ODD,Oodnadatta
DGC,-33.043333,135.447222,AU,Australia,WUD,Wudinna
TQD,34.53166,135.4946,JP,Japan,QKV,Sakai Shi
BIB,-3.368183,135.496406,ID,Indonesia,NBX,Nabire
NAL,-29.72108,135.52348,AU,Australia,PXH,Prominent Hill Airport
TLE,70.00208,135.54876,RU,Russia,UKG,Ust-Kuyga
SYE,34.81641,135.56828,JP,Japan,IBR,Ibaraki
TDV,-12.019444,135.570556,AU,Australia,ELC,Elcho Island Airport
NWA,-18.02,135.6,AU,Australia,AYL,Anthony Lagoon Airport
BUK,-14.271667,135.716667,AU,Australia,NUB,Numbulwar Airport
GOJ,-33.56667,135.76667,AU,Australia,LOC,Lock
LWN,33.46839,135.77909,JP,Japan,KUJ,Kushimoto
IGD,35,135.8,JP,Japan,UKY,Kyoto
UZH,-34.72625,135.87442,AU,Australia,PLO,Port Lincoln
EAB,-18.63,135.9,AU,Australia,BTD,Brunette Downs
EBL,-17.97,135.9,AU,Australia,CSD,Cresswell Downs Airport
WTA,-19.3,136,AU,Australia,AYD,Alroy Downs Airport
MXT,-1.1767,136.082,ID,Indonesia,BIK,Biak
QVR,-16.47,136.1,AU,Australia,MCV,McArthur River Mine Airport
ZQM,-3.983,136.1,ID,Indonesia,ONI,Moanamani Airport
HGA,-13.2,136.2,AU,Australia,BYX,Baniyala Airport
DWD,-3.167,136.2,ID,Indonesia,LII,Mulia
TAI,-3.9,136.2,ID,Indonesia,OBD,Obano
XQC,-13.7553,136.2025,AU,Australia,BCZ,Bickerton Island
AWH,36.142847,136.223922,JP,Japan,FKJ,Fukui Airport
LFO,-1.8802,136.2426,ID,Indonesia,ZRI,Serui
SAH,44.76077,136.28048,RU,Russia,TLY,Plastun
BGW,-12.22,136.3,AU,Australia,LEL,Lake Evella Airport
SDA,-4.05,136.3,ID,Indonesia,WET,Wagethe Airport
YKO,-16.075278,136.302222,AU,Australia,BOX,Borroloola
ABK,-3.91667,136.36667,ID,Indonesia,EWI,Enarotali
ESL,36.39461,136.40654,JP,Japan,KMQ,Komatsu
QHG,-33.7,136.5,AU,Australia,CVC,Cleve
KIK,-4.533,136.6,ID,Indonesia,KOX,Kokonao / Timuka
MOQ,-19.12,136.8,AU,Australia,AXL,Alexandria Homestead Airport
MJA,34.85841,136.80541,JP,Japan,NGO,Nagoya-shi
VOG,-31.144167,136.816944,AU,Australia,UMR,Woomera
BKU,-12.269444,136.818333,AU,Australia,GOV,Gove Airport
NJF,-30.44682,136.86682,AU,Australia,OLP,Olympic Dam
EVN,-4.52828,136.88699,ID,Indonesia,TIM,Tembagapura
AJN,37.40458,136.89912,JP,Japan,NTQ,Wajima
EAM,-33.67,136.9,AU,Australia,CCW,Cowell
DMR,-16.75,136.9,AU,Australia,RRV,Robinson River
NKO,50.409,136.93401,RU,Russia,KXK,Komsomolsk-on-Amur
BPY,-3.733,137,ID,Indonesia,UGU,Zugapa Airport
WAK,-31.43403,137.10257,AU,Australia,GSN,Mount Gunson
BMD,-30.44808,137.16564,AU,Australia,ADO,Andamooka
QIA,36.64833,137.1875,JP,Japan,TOY,Toyama-shi
OGZ,-35.8,137.2,AU,Australia,PDN,Parndana
WAQ,-20.33,137.3,AU,Australia,AWP,Austral Downs Airport
XQV,-22.82,137.4,AU,Australia,MQE,Marqua Airport
DHL,-33.0589,137.51401,AU,Australia,WYA,Whyalla
AMP,-35.713889,137.521389,AU,Australia,KGC,Kingscote
IGT,-34.77101,137.59576,AU,Australia,XML,Minlaton
ZUL,-3.833,137.6,ID,Indonesia,ILA,Illaga Airport
TBS,-35.03,137.6,AU,Australia,ORR,Yorketown
TVA,-32.506944,137.716667,AU,Australia,PUG,Port Augusta
WMD,-21,137.9,AU,Australia,LNH,Lake Nash
BBO,-35.73,137.9,AU,Australia,PEA,Penneshaw
KHY,-3.833,137.9,ID,Indonesia,NKD,Sinak
QLW,-17.22,137.9,AU,Australia,WLL,Wollogorang
PEZ,36.166758,137.922669,JP,Japan,MMJ,Matsumoto
TZO,-22.1,138,AU,Australia,MFP,Manners Creek Airport
ADE,-33.23,138,AU,Australia,PPI,Port Pirie
OMH,-22.28,138,AU,Australia,TYP,Tobermorey Airport
BZM,-29.65,138.06667,AU,Australia,RRE,Marree
WBO,-19.92,138.1,AU,Australia,CML,Camooweal
KHA,-5.483,138.1,ID,Indonesia,EWE,Ewer Airport
WAE,-3.75,138.1,ID,Indonesia,IUL,Ilu Airport
SKX,9.52,138.1,FM,Micronesia,YAP,Yap International Airport
DZA,34.79611,138.18944,JP,Japan,FSZ,Shizuoka Airport
JVA,-21.03,138.3,AU,Australia,BKP,Barkly Downs
QHF,-27.72,138.3,AU,Australia,CWR,Cowarie Airport
OVA,-22.28,138.3,AU,Australia,GLM,Glenormiston Airport
MGQ,-21.32,138.3,AU,Australia,HIP,Headingly Airport
ISU,-3.75,138.3,ID,Indonesia,KBF,Karubaga Airport
DWB,-3.86667,138.36667,ID,Indonesia,TMY,Tiom
RLR,-31.88,138.4,AU,Australia,HWK,Hawker
MYN,38.08,138.4,JP,Japan,SDO,Ryotsu Sado Island
WRA,-30.59308,138.40027,AU,Australia,LGH,Leigh Creek
MJH,38.06076,138.41156,JP,Japan,SDS,Sado Airport
NAJ,-34.8167,138.517,AU,Australia,ADL,Adelaide
ZVA,-3.65057,138.56352,ID,Indonesia,BUI,Bikondini
QDS,-3.25,138.567,ID,Indonesia,DRH,Dabra
KMC,-28.72,138.6,AU,Australia,ETD,Etadunna Airport
BUO,-18.63,138.6,AU,Australia,LWH,Lawn Hill Airport
AHY,-3.68235,138.66823,ID,Indonesia,LLN,Kelila
WML,-6.2,138.7,ID,Indonesia,KCD,Kamur Airport
WDA,-23.02,138.7,AU,Australia,LLP,Linda Downs
QJO,-29,138.7,AU,Australia,RTY,Merty Merty Airport
SLF,-28.35,138.7,AU,Australia,MVK,Mulka Airport
AMY,-28.02,138.7,AU,Australia,MNE,Mungeranie Airport
UKR,-34.75,138.7,AU,Australia,KYB,Yangoonabie
GRV,-3.91667,138.73333,ID,Indonesia,WMX,Wamena
BHN,-1.85302,138.75093,ID,Indonesia,ZRM,Sarmi ID Orai
LDG,-17.940278,138.821667,AU,Australia,DMD,Doomadgee Airport
LDR,-7.967,138.9,ID,Indonesia,KMM,Kimam
RTW,-24.05,139.1,AU,Australia,SRM,Sandringham
WTS,37.955892,139.120717,JP,Japan,KIJ,Niigata Airport
AQI,-16.6625,139.178056,AU,Australia,ONG,Mornington
IHO,-24.33,139.2,AU,Australia,KDS,Kamaran Downs
DAH,-26.48,139.3,AU,Australia,AWN,Alton Downs
ACP,-3.917,139.3,ID,Indonesia,AAS,Apalapsili Airport
QMI,-30.53,139.3,AU,Australia,LCN,Balcanoona Airport
TBZ,-25.97,139.3,AU,Australia,BVI,Birdsville
MJN,-18.7,139.3,AU,Australia,GGD,Gregory Downs Airport
KVD,35.748492,139.348483,JP,Japan,TYO,Tokyo
VUS,35.43889,139.35972,JP,Japan,NJA,Atsugi
GLC,34.782033,139.360306,JP,Japan,OIM,Oshima Airport
IIL,-19.69706,139.36329,AU,Australia,GPD,Mount Gordon Mine
BYD,-6.667,139.4,ID,Indonesia,KEI,Kepi Airport
QRD,-26.13,139.4,AU,Australia,PDE,Pandie Pandie Airport
WMV,-5.983,139.4,ID,Indonesia,ZEG,Senggo Airport
ZTU,42.071667,139.432911,JP,Japan,OIR,Okushiri
KSZ,-24.346111,139.460278,AU,Australia,BEU,Bedourie
RUH,-20.663889,139.488611,AU,Australia,ISA,Mount Isa
AXK,-26.52,139.5,AU,Australia,CFH,Clifton Hills
QOI,-24.5,139.5,AU,Australia,CZY,Cluny Airport
FTU,-29.02,139.5,AU,Australia,DLK,Dulkaninna Airport
SMS,-21.7083,139.533,AU,Australia,DJR,Dajarra Airport
SDG,-17.748611,139.534444,AU,Australia,BUC,Burketown
ATJ,34.073611,139.560278,JP,Japan,MYE,Miyakejima Airport
BSV,-7.70525,139.5622,ID,Indonesia,BXD,Bade Airport
WFI,-2.283,139.6,ID,Indonesia,BXM,Batom Airport
SHW,-24.77,139.6,AU,Australia,GLG,Glengyle Airport
YLV,-25.78,139.6,AU,Australia,RSB,Roseberth Airport
KSH,-23.5,139.7,AU,Australia,MXD,Marion Downs Airport
CSY,-29.92,139.7,AU,Australia,MWT,Moolawatana
WOR,-8.1,139.7,ID,Indonesia,OKQ,Okaba
RXA,9.967,139.7,FM,Micronesia,ULI,Ulithi Airport
AKH,33.115,139.785833,JP,Japan,HAC,Hachijojima Airport
ERA,38.812222,139.787222,JP,Japan,SYO,Shonai Airport
GLK,-22.913333,139.899722,AU,Australia,BQL,Boulia
TNR,-18.67,139.9,AU,Australia,AUD,Augustus Downs Airport
MCX,-3.133,139.9,ID,Indonesia,LHI,Lereh
WAD,69.39258,139.90196,RU,Russia,DPT,Deputatsky
VND,-21.81166,139.92329,AU,Australia,PHQ,Phosphate Hill
MFY,-19.08,140,AU,Australia,LOA,Lorraine Airport
NOS,-3.817,140.1,ID,Indonesia,ELR,Elelim Indonesia
WPB,-19.5,140.1,AU,Australia,KML,Kamileroi Airport
TTS,39.71667,140.11667,JP,Japan,AXT,Akita
WMP,-28.099444,140.196944,AU,Australia,MOO,Moomba Airport
BSR,-25.6,140.3,AU,Australia,DRR,Durrie Airport
GBB,-7.383,140.3,ID,Indonesia,MUF,Muting
BWO,48.93,140.3,RU,Russia,GVN,Sovetskaya
HVA,-6.09707,140.30322,ID,Indonesia,TMH,Tanahmerah
QDA,-37.59389,140.34947,AU,Australia,MLR,Millicent
DIE,38.24056,140.36333,JP,Japan,GAJ,Yamagata-shi
XIJ,-5.75,140.36667,ID,Indonesia,MDP,Mindiptana
RVA,-8.48911,140.38536,ID,Indonesia,MKQ,Merauke
PFQ,40.19,140.4,JP,Japan,ONJ,Odate-Noshiro Airport
JOK,37.22743,140.43068,JP,Japan,FKS,Fukushima-shi
QHL,52.3783,140.448,RU,Russia,BQG,Bogorodskoye
KWI,-24.82,140.5,AU,Australia,ONR,Monkira Airport
WAI,-20.668611,140.504444,AU,Australia,CNJ,Cloncurry
ASF,-2.5691,140.5127,ID,Indonesia,DJJ,Sentani=Jayapura
WVK,-22.08254,140.55779,AU,Australia,OSO,Osborne Mine
LKR,-19.72,140.6,AU,Australia,HAT,Heathlands Airport
ABD,42.57389,140.60056,JP,Japan,RBJ,Rebun
ULV,53.15387,140.65487,RU,Russia,NLI,Nikolayevsk-on-Amure
KHD,-34.196389,140.673889,AU,Australia,RMK,Renmark
MNJ,40.73472,140.69083,JP,Japan,AOJ,Aomori Shi
JWN,-23.5431,140.70357,AU,Australia,KSV,Springvale
DEF,-5.11565,140.71319,ID,Indonesia,OKL,Oksibil Airport
ULY,-36.98007,140.7274,AU,Australia,NAC,Naracoorte
WAM,-25.7,140.73333,AU,Australia,BTX,Betoota
ADU,-27.75,140.73333,AU,Australia,INM,Innamincka
QDO,41.77583,140.73667,JP,Japan,HKD,Hakodate
IVA,-2.9028,140.7657,ID,Indonesia,ARJ,Arso
WBD,-37.8318,140.77919,AU,Australia,MGB,Mount Gambier
GGR,-26.83,140.8,AU,Australia,ODL,Cordillo Downs
CMO,-3.433,140.8,ID,Indonesia,SEH,Senggeh Airport
HDM,-3.73333,140.8,ID,Indonesia,UBR,Ubrub
NUJ,-17.48882,140.8382,AU,Australia,KRB,Karumba
AWZ,38.26889,140.87194,JP,Japan,SDJ,Sendai-shi
WBE,-3.11667,140.88333,ID,Indonesia,WAR,Waris
OHB,-21.84059,140.89163,AU,Australia,TQP,Trapall
GXF,-19.63,140.9,AU,Australia,CBY,Canobie Airport
VVB,-18.53,140.9,AU,Australia,WON,Wondoola
LLK,-3.633,140.9,ID,Indonesia,RUF,Yuruf Airport
WMA,-20.95302,140.97862,AU,Australia,ERQ,Elrose Station=Eloise Copper Mine
ILK,-26.75,141,AU,Australia,AAB,Arrabury Airport
VAT,-25.23,141,AU,Australia,OOR,Mooraberree Airport
QJM,-4.783,141,PG,Papua New Guinea,TLP,Tumolbil
QDE,-5.55815,141.03115,PG,Papua New Guinea,OKV,Okao
AMB,-5.61428,141.04287,PG,Papua New Guinea,TRJ,Tarabits
ZHX,-3.6005,141.05171,PG,Papua New Guinea,KDQ,Kamberatoro
QJA,-17.683611,141.070278,AU,Australia,NTN,Normanton
GSR,-7.24358,141.09394,PG,Papua New Guinea,BOT,Bosset
QBR,-6.067,141.1,PG,Papua New Guinea,ABP,Atkamba Airport
KZN,-9.05,141.1,PG,Papua New Guinea,BSP,Bensbach Airport
MKX,-3.083,141.1,PG,Papua New Guinea,BWP,Bewani
BSA,-24.17,141.1,AU,Australia,DVP,Davenport Downs Airport
MRX,-27.63,141.1,AU,Australia,NMR,Nappa Merrie Airport
QMJ,-8.667,141.1,PG,Papua New Guinea,WEP,Weam
KVX,-4.633,141.1,PG,Papua New Guinea,KPE,Yapsiei
RIY,39.38333,141.11667,JP,Japan,HNA,Hanamaki
QHE,-5.6733,141.12685,PG,Papua New Guinea,NGR,Ningerum
TMM,45.242006,141.186431,JP,Japan,RIS,Rishiri Airport
QJB,-3.89308,141.19175,PG,Papua New Guinea,GVI,Green River
HOF,-4.867,141.2,PG,Papua New Guinea,LNF,Munbil
DOA,-3.58834,141.21607,PG,Papua New Guinea,AMU,Amanab
OMI,-5.26703,141.22393,PG,Papua New Guinea,TBG,Tabubil
RAS,-7.34885,141.26577,PG,Papua New Guinea,AIH,Aiambak
ZWA,-5.9,141.26667,PG,Papua New Guinea,RMN,Rumginae
AKW,-16.92,141.3,AU,Australia,DDN,Delta Downs Airport
WMN,-23.87,141.3,AU,Australia,DYM,Diamantina Lakes Airport
WMR,-18.92,141.3,AU,Australia,IFF,Iffley Airport
DMM,-2.917,141.3,PG,Papua New Guinea,OSG,Ossima
AJK,-2.683,141.3,PG,Papua New Guinea,VAI,Vanimo Airport
BAK,24.7858,141.31628,JP,Japan,IWO,Iwo Jima
HCM,43.06417,141.34694,JP,Japan,SPK,Sapporo
CXN,40.70322,141.36836,JP,Japan,MSJ,Misawa
ZXT,-6.85,141.4,PG,Papua New Guinea,LMY,Lake Murray
VOH,-17.08,141.4,AU,Australia,LTV,Lotus Vale Airport
GZW,-9,141.4,PG,Papua New Guinea,MHY,Morehead
GYD,-5.11029,141.41241,PG,Papua New Guinea,TFB,Tifalmin
DHA,-31.96173,141.45998,AU,Australia,BHQ,Broken Hill
KUF,40.556447,141.466325,JP,Japan,HHE,Hachinohe JP Air Base
SVB,-38.318056,141.471111,AU,Australia,PTJ,Portland Airport
QPF,-5.283,141.5,PG,Papua New Guinea,GLP,Gulgubip
XZF,-3.35,141.5,PG,Papua New Guinea,IMD,Imonda
DMS,-16.25,141.5,AU,Australia,IKP,Inkerman Airport
ANM,-25.37,141.5,AU,Australia,OXY,Morney Airport
KHK,-5.383,141.5,PG,Papua New Guinea,OLQ,Olsobip
CMS,-28.07456,141.53,AU,Australia,OXO,Orientos
QNH,-12.98,141.6,AU,Australia,BEE,Beagle Bay
WGF,-23.5,141.6,AU,Australia,BHT,Brighton Downs
BAH,-3.583,141.6,PG,Papua New Guinea,GUE,Guriaso
GBQ,-2.833,141.6,PG,Papua New Guinea,LTF,Leitre
ALU,-4.9,141.6,PG,Papua New Guinea,MPX,Miyanmin
RZR,-5.467,141.6,PG,Papua New Guinea,OKP,Oksapmin
ZWC,-7.017,141.6,PG,Papua New Guinea,PGB,Pangoa
GCH,-14.9,141.6,AU,Australia,EDR,Pormpuraaw Airport
SCW,-5.37236,141.62403,PG,Papua New Guinea,KUX,Kuyol
PYK,-5.12446,141.64089,PG,Papua New Guinea,TFM,Telefomin
QOD,-4.10117,141.66754,PG,Papua New Guinea,AMF,Ama
BUZ,45.40944,141.67389,JP,Japan,WKJ,Wakkanai
CQD,-5.20836,141.699,PG,Papua New Guinea,FRQ,Feramin
QHK,-5.383,141.7,PG,Papua New Guinea,BVP,Bolovip
QUM,-5.033,141.7,PG,Papua New Guinea,EPT,Eliptamin
XOZ,-6.1,141.7,PG,Papua New Guinea,GBC,Gasuke
QKC,-13.3539,141.72099,AU,Australia,AUU,Aurukun
QPU,-8.04657,141.72213,PG,Papua New Guinea,SKC,Suki
SCO,-20.668333,141.7225,AU,Australia,JCK,Julia Creek
IKA,-5.52437,141.74269,PG,Papua New Guinea,BPK,Biangabip
THR,-15.47362,141.74567,AU,Australia,KWM,Kowanyama
XJD,-15.67,141.8,AU,Australia,MXQ,Mitchell River
QHC,-15.6,141.8,AU,Australia,RTP,Rutland Plains Airport
NSH,-5.317,141.8,PG,Papua New Guinea,SBC,Selbang
URA,-3.883,141.8,PG,Papua New Guinea,XYR,Yellow River
YES,-12.62346,141.87883,AU,Australia,WEI,Weipa
QYS,-6.283,141.9,PG,Papua New Guinea,DBP,Debepare
IFH,-27.07,141.9,AU,Australia,DHD,Durham Downs Airport
DOH,-17.37,141.9,AU,Australia,MWY,Miranda Downs Airport
IFN,-25.92,141.9,AU,Australia,TXR,Tanbar
IHN,-25.37,141.9,AU,Australia,WAN,Waverney
GUW,-16.96178,141.95237,AU,Australia,VNR,Vanrook
NBC,-4.61048,141.95984,PG,Papua New Guinea,FAQ,Frieda River Airport
QLB,-12.17217,141.97429,AU,Australia,AGW,Mapoon
KNR,-5.283,142,PG,Papua New Guinea,BIZ,Bimin
UTS,-3.483,142,PG,Papua New Guinea,LMI,Lumi
AAY,-29.43391,142.01016,AU,Australia,TYB,Tibooburra
BSM,-34.229167,142.085556,AU,Australia,MQL,Mildura
SYZ,-10.12,142.1,AU,Australia,BDD,Badu Island Airport
XSB,-37.65,142.1,AU,Australia,HLT,Hamilton Airport
YEH,-6.65,142.1,PG,Papua New Guinea,NOM,Nomad River
BBL,49.18,142.1,RU,Russia,EKS,Shakhtersk
PGU,-3,142.1,PG,Papua New Guinea,SIZ,Sissano
UUA,-25.68,142.1,AU,Australia,ZGL,South Galway Airport
TEW,-36.669722,142.172778,AU,Australia,HSM,Horsham
KRW,-6.24649,142.17656,PG,Papua New Guinea,HNN,Honinabi
SRY,-9.27,142.2,AU,Australia,GIC,Boigu Airport
QIB,-10.25,142.2,AU,Australia,KUG,Kubin Airport
NNM,-9.95,142.2,AU,Australia,UBB,Mabuiag Island Airport
LFM,-5.25,142.2,PG,Papua New Guinea,TKW,Tekin
IJK,-3.56075,142.21832,PG,Papua New Guinea,AKG,Anguganak
LVP,-18.2043,142.24458,AU,Australia,CDQ,Croydon
OKT,-10.586389,142.29,AU,Australia,HID,Horn Island Airport
QMB,-32.07,142.3,AU,Australia,OYN,Ouyen
JAR,-10.2,142.3,AU,Australia,SVM,St Pauls
FAZ,-6.083,142.3,PG,Papua New Guinea,SBE,Suabi
DES,-10.58,142.3,AU,Australia,TIS,Thursday Island QL AU Heliport
UCT,-3.14197,142.34608,PG,Papua New Guinea,ATP,Aitape
SCT,43.77063,142.36489,JP,Japan,AKJ,Asahikawa
KIH,-35.72702,142.3663,AU,Australia,HTU,Hopetoun
TTH,-10.89197,142.38934,AU,Australia,ABM,Bamaga
SLL,-36.25326,142.39281,AU,Australia,WKB,Warracknabeal
NEF,-16.52,142.4,AU,Australia,DRD,Dorunda Airport
AZD,-16.08,142.4,AU,Australia,DNB,Dunbar Airport
IAQ,-6.383,142.4,PG,Papua New Guinea,FUM,Fuma
AUH,-15.97,142.4,AU,Australia,KOH,Koolatah Airport
ZVJ,-10.52,142.4,AU,Australia,SYU,Warraber Island Airport
LRR,-6.28177,142.42144,PG,Papua New Guinea,GUV,Mougulu
GBT,-38.295278,142.446667,AU,Australia,WME,Mount Keith Airport
AZI,-3.67316,142.47783,PG,Papua New Guinea,UKU,Nuku
SXI,-37.63333,142.48333,AU,Australia,STH,Strathmore
DHF,-38.38176,142.48799,AU,Australia,WMB,Warrnambool
QDP,-9.433,142.5,AU,Australia,DAJ,Dauan Island QL AU Heliport
BDH,-6.317,142.5,PG,Papua New Guinea,HBD,Habi
RUD,-13.07,142.5,AU,Australia,MLV,Merluna
AEU,-10.48,142.5,AU,Australia,XMY,Yam Island Airport
REN,-8.53333,142.51667,PG,Papua New Guinea,KPF,Kondubol
ZJF,-4.6746,142.5399,PG,Papua New Guinea,APR,April River
XMB,-13.65,142.6,AU,Australia,RKY,Rokeby
DWC,-8.533,142.6,PG,Papua New Guinea,UPR,Upiara
DXB,-9.37785,142.62443,AU,Australia,SBR,Saibai Island
XNB,-25.43333,142.65,AU,Australia,WNR,Windorah
BDI,-8.704,142.7,PG,Papua New Guinea,MQO,Malam
DCG,-6.95,142.7,PG,Papua New Guinea,WAJ,Wawoi Falls
LKW,46.888672,142.717531,RU,Russia,UUS,Yuzhno-Sakhalinsk
NHD,-5.70567,142.73661,PG,Papua New Guinea,KDE,Koroba
SHJ,-37.071667,142.740556,AU,Australia,SWC,Stawell
ZSE,-8.01402,142.75206,PG,Papua New Guinea,AWB,Awaba
QAJ,50.66734,142.7555,RU,Russia,ZZO,Zonalnoye
KLM,-7.983,142.8,PG,Papua New Guinea,KWO,Kawito Airport
SEZ,-12.75,142.8,AU,Australia,MET,Moreton Airport
QIW,-34.65,142.8,AU,Australia,RBC,Robinvale Airport
RUN,-4.21717,142.81832,PG,Papua New Guinea,AUJ,Ambunti
AAN,-8.61887,142.81918,PG,Papua New Guinea,KPL,Kapal
GSM,-5.83238,142.82312,PG,Papua New Guinea,PUI,Pureni
SYJ,-1.73356,142.8351,PG,Papua New Guinea,WUV,Wuvulu Island
DEI,-6.06365,142.85527,PG,Papua New Guinea,KOM,Komo
PRI,-7.62281,142.86896,PG,Papua New Guinea,TDS,Sasereme Airport
ZVH,53.52,142.9,RU,Russia,OHH,Okha
RMB,-8.283,142.9,PG,Papua New Guinea,WSA,Wasua
UFA,-8.75,142.9,PG,Papua New Guinea,WPM,Wipim
RKT,-37.28542,142.92728,AU,Australia,ARY,Ararat
FRK,-8.05,142.933,PG,Papua New Guinea,OPU,Balimo
PEE,-5.9022,142.93511,PG,Papua New Guinea,TIZ,Tari
RJN,-5.37211,142.97573,PG,Papua New Guinea,PLE,Paiela
BJQ,-16,143,AU,Australia,DFP,Drumduff Airport
HDR,-24.8,143,AU,Australia,JUN,Jundah
KHS,-22.38185,143.0424,AU,Australia,WIN,Winton
BYB,-1.46091,143.06212,PG,Papua New Guinea,AUI,Aua Island
FJR,-10.05,143.1,AU,Australia,CNC,Coconut Island Airport
BND,-13.78,143.1,AU,Australia,CUQ,Coen
UKH,-3.633,143.1,PG,Papua New Guinea,HYF,Hayfields Airport
FAU,-6.933,143.1,PG,Papua New Guinea,HIT,Hivaro
ZVI,-7.428,143.1,PG,Papua New Guinea,KUY,Kamusi Airport
AHW,59.42,143.1,RU,Russia,OHO,Okhotsk
TCX,64.54933,143.11083,RU,Russia,USR,Ust-Nera
KER,-5.47418,143.12956,PG,Papua New Guinea,RGE,Porgera
RNM,-4.01646,143.13509,PG,Papua New Guinea,TCJ,Torembi
PEX,51.79918,143.13871,RU,Russia,NGK,Nogliki
AKX,-17.67,143.2,AU,Australia,ABG,Abingdon Airport
BJB,-7.833,143.2,PG,Papua New Guinea,BMZ,Bamu
AOM,-8.5,143.2,PG,Papua New Guinea,NWT,Nowata
USK,42.91722,143.20444,JP,Japan,OBO,Obihiro
MNH,-9.08443,143.20447,PG,Papua New Guinea,DAU,Daru Island=Daru
OMM,-6.36333,143.23801,PG,Papua New Guinea,MXH,Moro
MRU,-12.45,143.3,AU,Australia,BVW,Batavia Downs Airport
AFZ,-12.786944,143.304722,AU,Australia,IRG,Lockhart River Airport
DQM,-5.98338,143.3518,PG,Papua New Guinea,MGG,Margarima
JYR,-31.56031,143.37704,AU,Australia,WIO,Wilcannia
JNJ,-4.09291,143.38022,PG,Papua New Guinea,TCK,Tinboli
WWG,-8.5,143.4,PG,Papua New Guinea,KWX,Kiwai Island
VRI,-6.133,143.4,PG,Papua New Guinea,NPG,Nipa
MCT,-26.08,143.4,AU,Australia,TYG,Thylungra Airport
BCX,-9.733,143.4,AU,Australia,OKR,Yorke Island Airport
BXR,44.303914,143.404028,JP,Japan,MBE,Mombetsu Airport
ASB,-6.53452,143.46251,PG,Papua New Guinea,PMP,Pimaga
OSW,-4.61241,143.48896,PG,Papua New Guinea,AMG,Amboin
MQF,-6.233,143.5,PG,Papua New Guinea,KAK,Kar
MSH,-4.633,143.5,PG,Papua New Guinea,MDM,Munduku
XBJ,-4.2,143.5,PG,Papua New Guinea,TBE,Timbunke
SUH,-5.86641,143.50519,PG,Papua New Guinea,KDP,Kandep
MHD,-35.375833,143.532778,AU,Australia,SWH,Swan Hill
NCU,-34.6394,143.56332,AU,Australia,BZD,Balranald
TAZ,-38.339,143.58488,AU,Australia,XCO,Colac
INA,-7.27052,143.59474,PG,Papua New Guinea,KCJ,Koumaio
ZBR,-13.98,143.6,AU,Australia,SSP,Silver Plains
SVX,-9.5,143.6,AU,Australia,STF,Stephens Island
UGC,-3.55342,143.62678,PG,Papua New Guinea,WWK,Wewak
IHR,-6.14755,143.65633,PG,Papua New Guinea,MDU,Mendi
ZAH,-15.17,143.7,AU,Australia,DXD,Dixie
CKT,-16.55,143.7,AU,Australia,GBP,Gamboola
CEK,-14.17,143.7,AU,Australia,MVU,Musgrave
ACZ,-18.85,143.7,AU,Australia,ROH,Robinhood Airport
AMV,-3.9,143.7,PG,Papua New Guinea,SPV,Sepik Plains
TFT,-5.483,143.7,PG,Papua New Guinea,WAB,Wabag
JIW,-5.33105,143.79052,PG,Papua New Guinea,LGM,Laiagam
MYP,-16.15,143.8,AU,Australia,BIP,Bulimba
ZAJ,-9.567,143.8,AU,Australia,NLF,Darnley Island Airport
FAH,-17.37,143.8,AU,Australia,TWP,Torwood Airport
HEA,-27.986389,143.810833,AU,Australia,XTG,Thargomindah
OAH,-6.39693,143.85447,PG,Papua New Guinea,AGK,Kagua
GWD,-5.6355,143.89236,PG,Papua New Guinea,WBM,Wapenamanda
TUK,-35.75,143.9,AU,Australia,KRA,Kerang
LQN,-39.88,143.9,AU,Australia,KNS,King Island Airport
PSI,-7.167,143.9,PG,Papua New Guinea,SUZ,Suria
RRG,-5.1,143.9,PG,Papua New Guinea,YEQ,Yenkis
KSN,-6.61021,143.90021,PG,Papua New Guinea,ERE,Erave
CRZ,-5.38246,143.92228,PG,Papua New Guinea,KPM,Kompiam
